freq,f_len,max_subgram_freq,partial_order,min_support,mutual_confidence,f_avg_wordlength,f_pos_nn,f_pos_prop,f_pos_verb,f_pos_adj,f_pos_deter,f_pos_empty,f_pos_other,f_completeness,f_postagUniqueness,is_know_phrase
1,3,1,0,0.07,-1,7.33,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,8.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,7.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
2,2,0,0,0.14,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
2,2,0,0,0.14,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
3,2,0,0,0.21,-1,6.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
1,1,0,0,0.07,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,1,0,0,0.07,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
3,8,13,0,-1,-1,5.5,0.75,0.0,0.0,0.125,0.0,0.125,0.0,0,0,2
2,4,3,0,0.03,0.5,4.5,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
1,4,1,0,0.01,-1,5.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
1,4,6,0,0.01,-1,6.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
1,2,0,0,0.01,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
79,1,0,0,5.64,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.01,-1,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,2,0,0,0.01,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,6,3,0,0.01,-1,6.33,0.833,0.0,0.167,0.0,0.0,0.0,0.0,0,0,2
1,3,1,0,0.01,-1,2.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,3,1,0,0.01,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,4,1,0,0.01,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,5,1,0,0.01,-1,6.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.01,-1,4.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1
1,3,1,0,0.01,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
31,3,118,0,0.39,-1,3.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,4,118,0,0.01,-1,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
3,4,0,0,0.04,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
2,7,3,0,0.67,-1,3.71,0.857,0.0,0.0,0.0,0.0,0.143,0.0,0,0,2
1,3,0,0,0.01,-1,6.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,4,2,0,0.01,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,3,6,0,0.01,-1,5.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
2,2,0,0,0.14,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,1,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
24,1,0,0,1.71,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
7,2,0,0,0.29,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
44,4,95,0,1.83,2.125,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,5,95,0,0.02,0.098,6.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,2,0,0,0.04,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,6.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,5,2,0,0.07,-1,6.4,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0,0,1
1,4,0,0,0.07,-1,6.5,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,8.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
2,3,0,0,0.14,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,1,0,0,0.07,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,2.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1
1,3,1,0,0.07,-1,7.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,4
51,1,0,0,3.64,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
107,2,0,0,2.1,-1,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
2,4,747,0,0.02,0.073,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,5,747,0,0.01,0.199,4.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,5,400,0,0.01,0.135,6.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
2,4,2,0,0.14,-1,7.75,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
1,3,0,0,0.07,-1,4.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,1
1,3,0,0,0.07,-1,3.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,1,0,0,0.07,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,3,0,0,0.07,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.0,-1,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
215,1,0,0,15.36,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,4,15,0,0.0,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.0,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,2,0,0,0.0,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,3,21,0,0.0,-1,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,6,15,0,0.0,-1,8.5,0.833,0.0,0.167,0.0,0.0,0.0,0.0,0,0,2
1,3,0,0,0.0,-1,6.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
3,2,0,0,0.21,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,3,0,0,0.07,-1,8.67,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,6.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
1,3,0,0,0.07,-1,8.33,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,1
2,1,0,0,0.14,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,4,0,0,0.07,-1,5.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
2,1,0,0,0.14,-1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,1,0,0,0.07,-1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,4
3,1,0,0,0.21,-1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,3,0,0,0.07,-1,7.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,4
18,1,0,0,1.29,-1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,4,118,0,0.06,-1,3.5,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,1
1,2,0,0,0.06,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,1,0,0,0.14,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
4,1,0,0,0.29,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
3,2,0,0,0.21,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,4,5,0,0.07,0.4,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
3,2,0,1,0.21,-1,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
3,1,0,0,0.21,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
1,2,0,0,0.07,-1,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,11.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
2,2,0,0,0.14,-1,8.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
2,4,59,0,0.14,-1,9.25,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
1,3,1,0,0.07,-1,8.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,9.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1
6,1,0,0,0.43,-1,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,2,0,0,0.14,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,3,1,0,0.14,-1,8.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
2,2,0,0,0.14,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,1,0,0,0.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
116,1,0,0,8.29,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
1,6,1,0,0.01,-1,5.33,0.667,0.0,0.0,0.167,0.0,0.167,0.0,0,0,2
1,2,0,0,0.01,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,2,0,0,0.01,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,3,0,0,0.01,-1,6.67,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,1
115,5,13,0,0.99,-1,8.2,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0,0,1
41,7,115,0,0.36,-1,8.29,0.714,0.0,0.286,0.0,0.0,0.0,0.0,0,0,1
45,9,115,0,0.39,-1,8.22,0.778,0.0,0.222,0.0,0.0,0.0,0.0,0,0,2
25,11,115,0,0.56,-1,8.45,0.818,0.0,0.182,0.0,0.0,0.0,0.0,0,0,1
37,13,131,0,0.82,-1,8.46,0.769,0.0,0.231,0.0,0.0,0.0,0.0,0,0,1
6,16,131,0,0.16,-1,8.5,0.812,0.0,0.188,0.0,0.0,0.0,0.0,0,0,1
1,18,131,0,0.03,-1,8.28,0.833,0.0,0.167,0.0,0.0,0.0,0.0,0,0,1
1,3,1,0,0.01,-1,8.0,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,1
1,4,2,0,0.01,-1,7.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
1,3,0,0,0.01,-1,5.67,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,2
2,3,2,0,0.02,-1,6.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
3,4,18,0,0.21,0.111,4.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,9,18,0,0.33,1.0,4.67,0.778,0.0,0.0,0.111,0.0,0.111,0.0,0,0,1
1,2,0,0,0.07,-1,11.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,6.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,6.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
1,8,3,0,1.0,-1,5.75,0.75,0.0,0.0,0.125,0.0,0.125,0.0,0,0,2
1,3,3,0,0.07,-1,6.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,10.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
1,1,0,0,0.07,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
3,1,0,0,0.21,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,1,0,0,0.07,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,4,1,0,0.14,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,3,0,0,0.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
5,4,0,0,0.36,-1,7.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
1,6,2,0,-1,-1,7.33,0.833,0.0,0.0,0.167,0.0,0.0,0.0,0,1,2
1,2,0,0,0.07,-1,13.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
1,3,0,0,0.07,-1,8.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
1,3,1,0,0.07,-1,11.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
2,2,0,0,0.14,-1,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
1,2,0,0,0.07,-1,10.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,1,2
1,5,12,0,0.07,-1,9.2,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0,0,2
1,5,27,0,0.07,1.0,8.6,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0,0,2
1,3,1,0,0.07,-1,9.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
1,3,1,0,0.07,-1,10.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,10.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
1,3,2,0,0.07,-1,8.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
3,3,1,0,0.21,-1,9.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
2,2,0,0,0.14,-1,10.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,11.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
32,2,0,0,2.29,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
1,3,32,0,0.03,-1,8.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,4
1,4,32,0,0.03,-1,9.5,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
2,1,0,0,0.14,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,10,1,0,-1,-1,4.9,0.7,0.0,0.0,0.1,0.0,0.2,0.0,0,0,2
2,2,0,0,0.14,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,3,2,0,0.07,-1,7.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,3,32,0,0.06,-1,6.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,4,32,0,0.03,8.25,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,4,32,0,0.03,16.5,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
7,5,32,0,0.22,6.5,7.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,6,32,0,0.03,-1,7.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
6,1,0,0,0.43,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,3,1,0,0.07,-1,9.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
22,1,0,0,1.57,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.05,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
9,3,18,0,0.41,-1,5.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,5,121,0,0.05,0.008,7.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
2,2,0,0,0.09,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,4,121,0,0.05,0.012,8.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.05,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
22,1,0,0,1.57,-1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.05,-1,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,5,2,0,0.05,0.5,7.8,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.05,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,2,0,0,0.05,-1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,3,0,0,0.07,-1,8.0,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,4
2,3,1,0,0.14,-1,8.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
2,2,0,0,0.14,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
1,3,1,0,0.07,-1,8.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
2,3,3,0,0.14,-1,6.67,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,1
1,5,5,0,0.07,-1,6.8,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,9.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,2
1,3,1,0,0.07,-1,7.33,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,2
3,1,0,0,0.21,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,1,0,0,0.07,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
7,1,0,0,0.5,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,2,0,0,0.14,-1,6.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1
1,2,0,0,0.07,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
128,1,0,0,9.14,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,3,1,0,0.01,-1,4.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.01,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.01,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,4,61,0,0.01,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.01,-1,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,3,5,0,0.01,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,2,0,0,0.01,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,4,2,0,0.01,-1,8.5,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
1,2,0,1,0.01,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,4,3,0,0.01,0.333,5.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
2,3,1,0,0.14,-1,5.0,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,2
2,2,0,0,0.14,-1,8.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
1,4,4,0,0.07,0.375,7.5,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,1
1,2,0,0,0.07,-1,6.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
1,4,118,0,0.07,-1,4.75,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,8.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
16,2,0,0,1.14,-1,5.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
1,4,16,0,0.06,-1,7.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,6.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
11,3,8,0,0.79,-1,6.67,0.333,0.0,0.667,0.0,0.0,0.0,0.0,0,0,1
1,5,12,0,0.07,-1,5.6,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,8.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,8.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
1,2,0,0,0.07,-1,8.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,2
1,3,1,0,0.07,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,6,1,0,1.0,-1,4.67,0.833,0.0,0.0,0.0,0.0,0.167,0.0,0,0,2
1,6,1,0,1.0,-1,4.67,0.833,0.0,0.0,0.0,0.0,0.167,0.0,0,0,2
1,2,0,0,0.07,-1,9.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
1,3,3,0,0.07,-1,10.33,0.333,0.0,0.667,0.0,0.0,0.0,0.0,0,0,2
1,1,0,0,0.07,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
5,1,0,0,0.36,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
3,3,0,0,0.21,-1,9.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
1,3,1,0,0.07,-1,5.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,1
1,2,0,0,0.07,-1,4.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1
1,1,0,0,0.07,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,2,0,0,0.14,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,3,12,0,0.14,-1,7.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
1,1,0,0,0.07,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
3,1,0,0,0.21,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
1,2,0,0,0.07,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,4,1,0,0.07,-1,6.25,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
1,5,1,0,0.07,-1,7.4,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
13,2,0,0,0.93,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
1,4,13,0,0.07,7.0,7.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,7,61,0,0.25,0.041,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,6,18,0,0.25,0.139,6.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,4,4,0,0.07,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
4,2,0,0,0.29,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
5,4,0,0,0.36,-1,4.25,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0,0,1
12,2,0,0,0.86,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,4,12,0,0.07,0.812,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,3,1,0,0.07,-1,5.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,5,1,0,0.07,-1,7.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,7,1,0,1.0,-1,6.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,3,13,0,0.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,4,13,0,0.07,7.0,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
3,1,0,0,0.21,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
1,3,0,0,0.07,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
79,1,0,0,5.64,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
10,2,0,0,0.13,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,4,10,0,0.01,1.833,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
6,2,0,0,0.08,-1,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,4,336,0,0.01,0.01,7.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.01,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,3,1,0,0.01,-1,9.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
6,3,0,0,0.08,-1,10.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,5,6,0,0.03,-1,7.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,8,747,0,0.17,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
