freq,f_len,max_subgram_freq,partial_order,min_support,mutual_confidence,f_avg_wordlength,f_pos_nn,f_pos_prop,f_pos_verb,f_pos_adj,f_pos_deter,f_pos_empty,f_pos_other,f_completeness,f_postagUniqueness,is_know_phrase
1,4,1,0,0.07,-1,8.25,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
1,4,3,0,0.07,-1,6.75,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
7,1,0,0,0.5,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
8,2,0,0,0.57,-1,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,4,11,0,0.07,0.409,10.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
2,2,0,0,0.14,-1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,2,0,0,0.14,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,4,13,0,0.07,0.115,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,3,0,0,0.14,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,2,0,0,0.14,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
5,2,0,0,0.36,-1,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,4,25,0,0.07,0.12,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
4,2,0,0,0.29,-1,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
29,3,0,0,2.07,-1,8.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
3,5,37,0,0.1,-1,7.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
3,7,44,0,0.1,-1,7.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,10,112,0,0.33,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,9,1,0,-1,-1,5.89,0.778,0.0,0.0,0.111,0.0,0.111,0.0,0,0,2
1,2,0,0,0.07,-1,8.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,8.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
2,4,0,0,0.14,-1,5.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
2,1,0,0,0.14,-1,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
6,2,0,0,0.43,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,6,6,0,0.17,0.583,7.83,0.833,0.0,0.167,0.0,0.0,0.0,0.0,0,0,2
1,4,1,0,0.07,-1,7.5,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,11.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
13,2,0,0,0.93,-1,9.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
1,1,0,0,0.07,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,2,0,0,0.14,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,1,0,0,0.07,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,2,0,0,0.14,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
4,2,0,0,0.29,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,4,12,0,0.07,0.208,8.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
4,1,0,0,0.29,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
24,4,61,0,0.39,-1,6.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2
1,3,1,0,0.07,-1,8.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,4
61,3,5,0,4.36,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,6,61,0,0.03,-1,5.0,0.833,0.0,0.0,0.0,0.0,0.167,0.0,0,0,2
1,5,61,0,0.02,-1,5.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,8,61,0,0.02,-1,4.38,0.875,0.0,0.0,0.0,0.0,0.125,0.0,0,0,2
9,6,64,0,0.15,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
2,8,64,0,0.03,-1,6.0,0.875,0.0,0.125,0.0,0.0,0.0,0.0,0,0,2
1,10,138,0,0.11,-1,5.8,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0,0,2
11,6,67,1,0.18,-1,8.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
2,9,67,0,0.18,-1,6.33,0.889,0.0,0.0,0.0,0.0,0.111,0.0,0,0,2
1,9,67,0,0.09,-1,8.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,8,67,0,0.02,-1,8.5,0.875,0.0,0.125,0.0,0.0,0.0,0.0,0,0,2
1,5,61,0,0.02,-1,6.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
124,4,61,0,2.03,-1,6.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,6,124,0,0.01,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
6,5,124,0,0.05,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,6,431,0,0.01,-1,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,5,124,0,0.01,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,5,124,0,0.01,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,7,124,0,0.01,-1,6.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
23,8,61,0,0.38,-1,8.12,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
1,10,81,0,0.04,-1,7.5,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0,0,2
1,8,61,0,0.02,-1,7.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,6,61,0,0.02,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
779,1,0,0,55.64,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
32,2,0,0,0.04,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
109,4,64,1,0.14,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
10,5,109,0,0.01,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
179,6,268,0,0.23,-1,3.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
3,7,268,0,0.02,-1,4.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,8,317,0,0.01,-1,4.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,3,1,0,0.0,-1,5.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
8,2,0,0,0.01,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,3,8,0,0.0,-1,4.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,3,8,0,0.0,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
56,2,0,0,0.07,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
431,3,107,0,0.55,-1,3.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
10,5,747,0,0.01,0.044,4.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
17,6,747,0,0.02,0.134,4.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
71,7,747,0,0.16,3.024,4.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
13,8,747,0,0.03,2.3,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
86,9,747,0,1.21,0.224,4.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
9,10,747,0,0.1,2.955,5.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
91,11,747,0,1.06,0.232,5.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
63,13,747,0,0.69,0.944,6.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
6,14,747,0,0.07,4.429,6.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,16,747,0,0.01,7.125,6.38,0.938,0.0,0.0,0.062,0.0,0.0,0.0,0,0,2
18,2,0,0,0.02,-1,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
14,4,18,0,0.02,16.0,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,6,18,0,0.0,-1,5.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,5,22,0,0.0,0.432,5.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
16,6,18,0,0.02,17.0,6.17,0.833,0.0,0.167,0.0,0.0,0.0,0.0,0,0,2
1,8,22,0,0.06,0.432,5.62,0.875,0.0,0.125,0.0,0.0,0.0,0.0,0,0,1
1,4,22,0,0.0,-1,5.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
31,2,0,0,0.04,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,3,56,0,0.0,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
268,2,0,0,0.34,-1,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
5,3,268,0,0.01,-1,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
31,4,317,0,0.04,0.472,5.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,5,317,0,0.0,12.227,6.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
22,2,0,0,0.03,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
265,5,23,0,0.34,6.239,7.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0,0,2
221,7,265,0,0.83,1.5,6.43,0.857,0.0,0.143,0.0,0.0,0.0,0.0,0,0,1
41,9,265,0,0.15,0.656,6.44,0.889,0.0,0.111,0.0,0.0,0.0,0.0,0,0,2
10,11,265,0,0.05,2.0,6.64,0.818,0.0,0.182,0.0,0.0,0.0,0.0,0,0,2
49,13,265,0,1.2,0.257,6.38,0.846,0.0,0.154,0.0,0.0,0.0,0.0,0,0,2
43,15,265,0,0.88,0.929,6.93,0.867,0.0,0.133,0.0,0.0,0.0,0.0,0,0,2
25,17,265,0,0.51,0.81,7.29,0.882,0.0,0.118,0.0,0.0,0.0,0.0,0,0,1
16,19,747,0,0.37,0.025,7.21,0.895,0.0,0.105,0.0,0.0,0.0,0.0,0,0,2
97,21,747,0,3.88,0.815,7.29,0.857,0.0,0.143,0.0,0.0,0.0,0.0,0,0,2
4,23,747,0,0.04,2.6,7.43,0.826,0.0,0.174,0.0,0.0,0.0,0.0,0,0,2
23,25,747,0,0.24,0.172,7.56,0.84,0.0,0.16,0.0,0.0,0.0,0.0,0,0,2
9,27,747,0,0.39,0.272,7.7,0.852,0.0,0.148,0.0,0.0,0.0,0.0,0,0,2
1,29,747,0,0.04,0.088,7.76,0.828,0.0,0.172,0.0,0.0,0.0,0.0,0,0,1
1,4,22,0,0.0,11.5,7.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
57,4,57,0,0.07,0.781,6.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,1
7,7,57,0,0.12,0.722,6.57,0.857,0.0,0.143,0.0,0.0,0.0,0.0,0,0,1
1,9,57,0,0.02,0.446,6.33,0.889,0.0,0.111,0.0,0.0,0.0,0.0,0,0,1
1,4,48,0,0.0,0.344,5.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,2,0,0,0.0,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
631,1,0,0,45.07,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.0,-1,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
16,3,32,0,0.03,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
7,4,32,0,0.01,-1,5.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
16,5,61,0,0.03,-1,4.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,7,61,0,0.06,-1,5.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
15,2,0,0,0.02,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
145,3,317,0,0.23,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
11,4,317,0,0.02,1.182,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
102,5,317,0,0.16,0.185,6.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,8,317,0,0.01,0.119,7.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,6,317,0,0.0,0.364,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
32,7,317,0,0.22,0.373,7.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,8,317,0,0.01,1.143,8.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,3,747,0,0.0,-1,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
5,4,400,0,0.01,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
22,5,400,0,0.03,-1,6.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
13,6,400,1,0.02,-1,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
3,7,400,0,0.14,-1,5.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,9,400,0,0.05,-1,5.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
3,1,0,0,0.21,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,3,0,0,0.07,-1,5.67,0.333,0.0,0.667,0.0,0.0,0.0,0.0,0,0,1
2,2,0,0,0.14,-1,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,1,0,0,0.14,-1,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,2,0,0,0.14,-1,12.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,3,0,0,0.07,-1,10.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,6,8,0,0.5,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
2,2,0,0,0.14,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,3,0,0,0.07,-1,6.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
1,1,0,0,0.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,3,0,0,0.07,-1,9.0,0.333,0.0,0.667,0.0,0.0,0.0,0.0,0,0,2
7,2,0,0,0.5,-1,9.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
2,4,12,0,0.14,0.375,8.25,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
1,6,59,0,0.14,0.068,8.0,0.833,0.0,0.167,0.0,0.0,0.0,0.0,0,0,1
1,2,0,0,0.07,-1,6.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
2,3,0,0,0.14,-1,10.0,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,2
1,5,1,0,0.07,-1,7.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0,0,2
2,2,0,0,0.14,-1,8.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
1,5,1,0,0.07,-1,7.8,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0,0,2
1,3,1,0,0.07,-1,7.0,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,1,4
1,3,2,0,0.07,-1,7.67,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,1
1,3,0,0,0.07,-1,8.0,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,1
1,1,0,0,0.07,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
1,4,0,0,0.07,-1,4.25,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0,0,1
11,1,0,0,0.79,-1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
13,2,0,0,0.93,-1,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,4,13,0,0.07,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
3,2,0,0,0.21,-1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,3,3,0,0.07,-1,12.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
2,1,0,0,0.14,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,5,1,0,0.07,-1,10.6,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0,0,2
1,1,0,0,0.07,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
1,2,0,0,0.07,-1,7.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1
1,4,27,0,0.07,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,3,1,0,0.07,-1,8.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
21,2,0,0,1.5,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,3,21,0,0.05,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,3,21,0,0.05,-1,6.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,2,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
2,3,12,0,0.14,-1,7.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
13,1,0,0,0.93,-1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2
1,3,1,0,0.07,-1,7.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
1,3,1,0,0.07,-1,7.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,10.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
2,2,0,0,0.14,-1,10.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,11.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,9.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
4,1,0,0,0.29,-1,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.07,-1,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,3,1,0,0.07,-1,10.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
1,1,0,0,0.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,3,0,0,0.14,-1,6.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
1,1,0,0,0.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,2,0,0,0.14,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
15,1,0,0,1.07,-1,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
1,4,0,0,0.07,-1,9.75,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,2
1,3,76,0,0.07,-1,8.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
31,1,0,0,2.21,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
3,2,0,0,0.1,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.03,-1,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,2,0,0,0.06,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
5,5,27,0,0.16,0.13,7.2,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0,0,2
1,8,27,0,0.2,0.375,7.0,0.625,0.0,0.375,0.0,0.0,0.0,0.0,0,0,2
14,4,2,0,0.45,-1,7.25,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
1,7,14,0,0.07,0.375,7.0,0.714,0.0,0.286,0.0,0.0,0.0,0.0,0,0,2
10,2,0,0,0.32,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
3,4,10,0,0.1,1.3,8.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
9,6,42,0,0.29,0.226,7.67,0.833,0.0,0.167,0.0,0.0,0.0,0.0,0,0,2
1,8,42,0,0.11,0.423,6.5,0.875,0.0,0.125,0.0,0.0,0.0,0.0,0,0,2
4,3,0,0,0.13,-1,9.0,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,1
1,5,4,0,0.03,-1,7.6,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0,0,2
1,5,23,0,0.03,-1,8.2,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0,0,2
2,2,0,0,0.06,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
10,4,2,0,0.32,-1,8.75,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
1,6,131,0,0.03,0.011,8.83,0.833,0.0,0.167,0.0,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,8.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
1,3,0,0,0.07,-1,8.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
1,2,0,0,0.07,-1,8.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
14,2,0,0,1.0,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,4,41,0,0.07,0.183,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,4,22,0,0.07,-1,9.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
94,1,0,0,6.71,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
3,2,0,0,0.03,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,3,41,0,0.01,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,5,5,0,0.01,-1,4.6,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0,0,1
1,2,0,0,0.01,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.01,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,2,0,0,0.01,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
1,1,0,0,0.07,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,1,0,0,0.07,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
1,4,2,0,0.07,-1,5.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
4,1,0,0,0.29,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
2,2,0,0,0.14,-1,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
14,1,0,0,1.0,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
14,2,0,0,1.0,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,3,14,0,0.07,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,2,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
54,1,0,0,3.86,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
2,2,0,0,0.04,-1,8.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
1,4,118,0,0.01,-1,5.75,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
2,2,0,0,0.04,-1,5.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,1,4
1,4,2,0,0.02,-1,7.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
1,4,1,0,0.02,-1,6.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
2,6,6,0,0.04,-1,5.83,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,3
1,3,0,0,0.02,-1,7.0,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,4
1,6,1,0,0.02,-1,7.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
1,2,0,0,0.02,-1,8.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
4,4,6,0,0.07,-1,8.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
4,6,6,0,0.07,-1,6.17,0.833,0.0,0.0,0.167,0.0,0.0,0.0,0,0,2
6,5,6,0,0.11,-1,7.2,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0,0,2
3,6,6,0,0.06,-1,6.5,0.833,0.0,0.0,0.167,0.0,0.0,0.0,0,0,2
1,7,6,0,0.17,-1,6.29,0.857,0.0,0.0,0.143,0.0,0.0,0.0,0,0,2
2,2,0,0,0.04,-1,6.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
2,4,0,0,0.04,-1,6.75,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
1,3,1,0,0.02,-1,9.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
1,2,0,0,0.02,-1,5.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
